Season,Date,Hometeam,Awayteam,Homescore,Awayscore,Status,Venue
2024,2024-04-14T23:00:00Z,Vancouver FC,Valour,4,1,FINISHED,Willoughby Community Park at the Langley Events Centre
2024,2024-04-19T02:00:00Z,Vancouver FC,HFX Wanderers,2,0,FINISHED,Willoughby Community Park at the Langley Events Centre
2024,2024-04-20T02:00:00Z,Pacific,Valour,2,0,FINISHED,Starlight Stadium
2024,2024-04-20T18:00:00Z,Atlético Ottawa,Cavalry,1,1,FINISHED,TD Place Stadium
2024,2024-04-21T20:00:00Z,York United,Forge,0,3,FINISHED,York Lions Stadium
2024,2024-04-26T23:00:00Z,York United,Vancouver FC,3,0,FINISHED,York Lions Stadium
2024,2024-04-27T17:00:00Z,HFX Wanderers,Atlético Ottawa,1,3,FINISHED,Wanderers Grounds
2024,2024-04-27T20:00:00Z,Forge,Valour,2,1,FINISHED,Hamilton Stadium
2024,2024-04-28T21:00:00Z,Cavalry,Pacific,0,0,FINISHED,ATCO Field
2024,2024-05-04T01:00:00Z,Cavalry,Vancouver FC,3,1,FINISHED,ATCO Field
2024,2024-05-04T23:00:00Z,Pacific,York United,2,0,FINISHED,Starlight Stadium
2024,2024-05-05T18:00:00Z,Atlético Ottawa,Valour,2,0,FINISHED,TD Place Stadium
2024,2024-05-10T23:00:00Z,York United,Valour,3,1,FINISHED,York Lions Stadium
2024,2024-05-11T18:00:00Z,HFX Wanderers,Cavalry,1,1,FINISHED,Wanderers Grounds
2024,2024-05-11T21:00:00Z,Pacific,Forge,0,0,FINISHED,Starlight Stadium
2024,2024-05-12T23:00:00Z,Vancouver FC,Atlético Ottawa,1,1,FINISHED,Willoughby Community Park at the Langley Events Centre
2024,2024-05-18T02:00:00Z,Pacific,Atlético Ottawa,0,1,FINISHED,Starlight Stadium
2024,2024-05-18T20:00:00Z,Forge,Vancouver FC,1,2,FINISHED,Hamilton Stadium
2024,2024-05-18T23:00:00Z,Cavalry,York United,2,2,FINISHED,ATCO Field
2024,2024-05-20T19:00:00Z,HFX Wanderers,Valour,1,2,FINISHED,Wanderers Grounds
2024,2024-05-24T23:00:00Z,York United,HFX Wanderers,2,1,FINISHED,York Lions Stadium
2024,2024-05-25T19:00:00Z,Atlético Ottawa,Forge,3,0,FINISHED,TD Place Stadium
2024,2024-05-25T22:00:00Z,Vancouver FC,Pacific,2,1,FINISHED,Willoughby Community Park at the Langley Events Centre
2024,2024-05-26T21:00:00Z,Cavalry,Valour,1,1,FINISHED,ATCO Field
2024,2024-06-01T20:00:00Z,Forge,York United,3,0,FINISHED,Hamilton Stadium
2024,2024-06-01T23:00:00Z,Pacific,Cavalry,1,1,FINISHED,Starlight Stadium
2024,2024-06-02T18:00:00Z,Atlético Ottawa,HFX Wanderers,2,2,FINISHED,TD Place Stadium
2024,2024-06-02T22:55:00Z,Valour,Vancouver FC,2,0,FINISHED,Princess Auto Stadium
2024,2024-06-08T18:00:00Z,HFX Wanderers,Pacific,0,0,FINISHED,Wanderers Grounds
2024,2024-06-08T21:00:00Z,Cavalry,Forge,1,0,FINISHED,ATCO Field
2024,2024-06-09T17:30:00Z,Valour,Atlético Ottawa,0,2,FINISHED,Princess Auto Stadium
2024,2024-06-09T22:00:00Z,York United,Vancouver FC,2,2,FINISHED,York Lions Stadium
2024,2024-06-15T00:00:00Z,Valour,Pacific,2,3,FINISHED,Princess Auto Stadium
2024,2024-06-15T17:00:00Z,Atlético Ottawa,York United,1,2,FINISHED,TD Place Stadium
2024,2024-06-15T20:00:00Z,HFX Wanderers,Forge,2,2,FINISHED,Wanderers Grounds
2024,2024-06-16T21:00:00Z,Vancouver FC,Cavalry,0,0,FINISHED,Apple Bowl
2024,2024-06-19T23:00:00Z,York United,Pacific,2,0,FINISHED,York Lions Stadium
2024,2024-06-22T01:00:00Z,Cavalry,Atlético Ottawa,1,1,FINISHED,ATCO Field
2024,2024-06-23T20:00:00Z,Forge,Valour,2,1,FINISHED,Hamilton Stadium
2024,2024-06-23T23:00:00Z,Vancouver FC,HFX Wanderers,0,4,FINISHED,Willoughby Community Park at the Langley Events Centre
2024,2024-06-27T23:30:00Z,Valour,York United,1,0,FINISHED,Princess Auto Stadium
2024,2024-06-28T02:30:00Z,Pacific,Vancouver FC,1,2,FINISHED,Starlight Stadium
2024,2024-06-28T23:00:00Z,Atlético Ottawa,Forge,4,3,FINISHED,TD Place Stadium
2024,2024-07-01T20:00:00Z,HFX Wanderers,Cavalry,1,0,FINISHED,Wanderers Grounds
2024,2024-07-05T23:00:00Z,Forge,Vancouver FC,3,3,FINISHED,Hamilton Stadium
2024,2024-07-06T20:00:00Z,York United,HFX Wanderers,2,1,FINISHED,York Lions Stadium
2024,2024-07-07T17:00:00Z,Atlético Ottawa,Pacific,0,1,FINISHED,TD Place Stadium
2024,2024-07-07T21:00:00Z,Valour,Cavalry,0,1,FINISHED,Princess Auto Stadium
2024,2024-07-13T02:00:00Z,Vancouver FC,Atlético Ottawa,0,3,FINISHED,Willoughby Community Park at the Langley Events Centre
2024,2024-07-13T20:00:00Z,Cavalry,York United,1,2,FINISHED,ATCO Field
2024,2024-07-14T23:00:00Z,Forge,Pacific,2,1,FINISHED,Hamilton Stadium
2024,2024-07-18T22:00:00Z,HFX Wanderers,Valour,3,1,FINISHED,Wanderers Grounds
2024,2024-07-20T22:00:00Z,Vancouver FC,York United,1,1,FINISHED,Willoughby Community Park at the Langley Events Centre
2024,2024-07-21T18:00:00Z,Atlético Ottawa,Valour,2,2,FINISHED,TD Place Stadium
2024,2024-07-21T21:00:00Z,Cavalry,Forge,1,1,FINISHED,ATCO Field
2024,2024-07-26T23:00:00Z,York United,Atlético Ottawa,4,1,FINISHED,York Lions Stadium
2024,2024-07-27T02:00:00Z,Vancouver FC,Cavalry,0,1,FINISHED,Willoughby Community Park at the Langley Events Centre
2024,2024-07-27T23:00:00Z,Forge,HFX Wanderers,3,0,FINISHED,Hamilton Stadium
2024,2024-07-28T21:00:00Z,Pacific,Valour,0,3,FINISHED,Starlight Stadium
2024,2024-08-03T02:00:00Z,Pacific,York United,1,1,FINISHED,Starlight Stadium
2024,2024-08-03T23:00:00Z,Atlético Ottawa,Cavalry,1,2,FINISHED,TD Place Stadium
2024,2024-08-04T19:00:00Z,Valour,Forge,2,1,FINISHED,Princess Auto Stadium
2024,2024-08-05T19:00:00Z,HFX Wanderers,Vancouver FC,3,2,FINISHED,Wanderers Grounds
2024,2024-08-10T20:00:00Z,Cavalry,HFX Wanderers,3,2,FINISHED,ATCO Field
2024,2024-08-10T23:00:00Z,Forge,Atlético Ottawa,3,0,FINISHED,Hamilton Stadium
2024,2024-08-11T21:15:00Z,Vancouver FC,Pacific,1,0,FINISHED,Willoughby Community Park at the Langley Events Centre
2024,2024-08-12T00:00:00Z,Valour,York United,0,1,FINISHED,Princess Auto Stadium
2024,2024-08-14T23:00:00Z,Forge,HFX Wanderers,2,0,FINISHED,Hamilton Stadium
2024,2024-08-17T00:00:00Z,York United,Cavalry,1,2,FINISHED,York Lions Stadium
2024,2024-08-17T22:00:00Z,Pacific,Atlético Ottawa,0,3,FINISHED,Starlight Stadium
2024,2024-08-18T00:30:00Z,Valour,HFX Wanderers,2,1,FINISHED,Princess Auto Stadium
2024,2024-08-18T23:00:00Z,Vancouver FC,Forge,1,2,FINISHED,Willoughby Community Park at the Langley Events Centre
2024,2024-08-24T00:00:00Z,York United,Forge,0,0,FINISHED,York Lions Stadium
2024,2024-08-24T18:00:00Z,HFX Wanderers,Atlético Ottawa,1,1,FINISHED,Wanderers Grounds
2024,2024-08-24T21:00:00Z,Cavalry,Pacific,1,0,FINISHED,ATCO Field
2024,2024-08-25T19:00:00Z,Valour,Vancouver FC,1,2,FINISHED,Princess Auto Stadium
2024,2024-08-30T23:00:00Z,Forge,Pacific,2,0,FINISHED,Hamilton Stadium
2024,2024-08-31T01:30:00Z,Cavalry,Valour,2,2,FINISHED,ATCO Field
2024,2024-08-31T23:00:00Z,Atlético Ottawa,Vancouver FC,1,0,FINISHED,TD Place Stadium
2024,2024-09-02T19:00:00Z,HFX Wanderers,York United,2,1,FINISHED,Wanderers Grounds
2024,2024-09-07T02:00:00Z,Vancouver FC,York United,0,1,FINISHED,Willoughby Community Park at the Langley Events Centre
2024,2024-09-07T23:00:00Z,Forge,Cavalry,2,1,FINISHED,Hamilton Stadium
2024,2024-09-08T02:00:00Z,Pacific,HFX Wanderers,3,0,FINISHED,Starlight Stadium
2024,2024-09-10T00:00:00Z,Valour,Atlético Ottawa,1,1,FINISHED,Princess Auto Stadium
2024,2024-09-14T00:00:00Z,York United,Valour,1,1,FINISHED,York Lions Stadium
2024,2024-09-14T18:00:00Z,HFX Wanderers,Forge,3,0,FINISHED,Wanderers Grounds
2024,2024-09-14T21:00:00Z,Pacific,Vancouver FC,3,0,FINISHED,Starlight Stadium
2024,2024-09-15T21:00:00Z,Cavalry,Atlético Ottawa,2,2,FINISHED,ATCO Field
2024,2024-09-18T22:00:00Z,HFX Wanderers,Pacific,2,2,FINISHED,Wanderers Grounds
2024,2024-09-21T00:00:00Z,York United,Cavalry,0,2,FINISHED,York Lions Stadium
2024,2024-09-21T19:00:00Z,Valour,HFX Wanderers,1,1,FINISHED,Princess Auto Stadium
2024,2024-09-21T22:00:00Z,Vancouver FC,Forge,1,3,FINISHED,Willoughby Community Park at the Langley Events Centre
2024,2024-09-22T18:00:00Z,Atlético Ottawa,Pacific,1,1,FINISHED,TD Place Stadium
2024,2024-09-28T20:00:00Z,Forge,York United,2,0,FINISHED,Hamilton Stadium
2024,2024-09-28T23:00:00Z,Cavalry,Vancouver FC,0,0,FINISHED,ATCO Field
2024,2024-09-29T18:00:00Z,Atlético Ottawa,HFX Wanderers,1,1,FINISHED,TD Place Stadium
2024,2024-10-01T00:00:00Z,Valour,Pacific,1,0,FINISHED,Princess Auto Stadium
2024,2024-10-05T18:00:00Z,HFX Wanderers,Vancouver FC,1,1,FINISHED,Wanderers Grounds
2024,2024-10-05T21:00:00Z,Pacific,Cavalry,1,4,FINISHED,Starlight Stadium
2024,2024-10-06T18:00:00Z,Valour,Forge,0,1,FINISHED,Princess Auto Stadium
2024,2024-10-06T21:00:00Z,York United,Atlético Ottawa,1,0,FINISHED,York Lions Stadium
2024,2024-10-11T00:00:00Z,York United,Pacific,1,2,FINISHED,York Lions Stadium
2024,2024-10-12T20:00:00Z,Forge,Atlético Ottawa,0,2,FINISHED,Hamilton Stadium
2024,2024-10-12T23:00:00Z,Cavalry,HFX Wanderers,2,1,FINISHED,ATCO Field
2024,2024-10-13T21:00:00Z,Vancouver FC,Valour,1,1,FINISHED,Willoughby Community Park at the Langley Events Centre
2024,2024-10-19T20:00:00Z,Pacific,Forge,1,0,FINISHED,Starlight Stadium
2024,2024-10-19T20:00:00Z,Valour,Cavalry,1,2,FINISHED,Princess Auto Stadium
2024,2024-10-19T20:00:00Z,Atlético Ottawa,Vancouver FC,0,0,FINISHED,TD Place Stadium
2024,2024-10-19T20:00:00Z,HFX Wanderers,York United,2,1,FINISHED,Wanderers Grounds
2024,2024-10-23T23:30:00Z,York United,Pacific,2,0,FINISHED,York Lions Stadium
2024,2024-10-27T17:00:00Z,Atlético Ottawa,York United,2,2,FINISHED,TD Place Stadium
2024,2024-10-27T20:15:00Z,Forge,Cavalry,0,1,FINISHED,Hamilton Stadium
2024,2024-11-02T20:00:00Z,Forge,Atlético Ottawa,1,0,FINISHED,Hamilton Stadium
2024,2024-11-09T20:00:00Z,Cavalry,Forge,2,1,FINISHED,ATCO Field
2025,2025-04-05T18:00:00Z,Atlético Ottawa,HFX Wanderers,2,2,FINISHED,TD Place Stadium
2025,2025-04-05T21:30:00Z,Forge,Cavalry,1,0,FINISHED,Hamilton Stadium
2025,2025-04-06T00:00:00Z,Pacific,Valour,2,0,FINISHED,Starlight Stadium
2025,2025-04-06T23:00:00Z,Vancouver FC,York United,0,2,FINISHED,Willoughby Community Park at the Langley Events Centre
2025,2025-04-12T21:00:00Z,Pacific,Forge,0,2,FINISHED,Starlight Stadium
2025,2025-04-13T19:00:00Z,York United,HFX Wanderers,1,2,FINISHED,York Lions Stadium
2025,2025-04-13T22:00:00Z,Vancouver FC,Atlético Ottawa,1,4,FINISHED,Willoughby Community Park at the Langley Events Centre
2025,2025-04-18T23:00:00Z,Cavalry,Vancouver FC,1,1,FINISHED,ATCO Field
2025,2025-04-19T17:00:00Z,Atlético Ottawa,York United,3,2,FINISHED,TD Place Stadium
2025,2025-04-19T19:30:00Z,HFX Wanderers,Pacific,3,1,FINISHED,Wanderers Grounds
2025,2025-04-19T22:00:00Z,Forge,Valour,1,1,FINISHED,Hamilton Stadium
2025,2025-04-26T00:00:00Z,Valour,HFX Wanderers,0,1,FINISHED,Princess Auto Stadium
2025,2025-04-26T21:00:00Z,Cavalry,Atlético Ottawa,1,3,FINISHED,ATCO Field
2025,2025-04-27T00:00:00Z,Vancouver FC,Pacific,1,1,FINISHED,Willoughby Community Park at the Langley Events Centre
2025,2025-04-27T18:00:00Z,York United,Forge,2,2,FINISHED,York Lions Stadium
2025,2025-05-03T00:00:00Z,York United,Cavalry,1,2,FINISHED,York Lions Stadium
2025,2025-05-03T17:00:00Z,Atlético Ottawa,Pacific,3,1,FINISHED,TD Place Stadium
2025,2025-05-03T20:00:00Z,HFX Wanderers,Forge,0,0,FINISHED,Wanderers Grounds
2025,2025-05-03T23:00:00Z,Valour,Vancouver FC,1,3,FINISHED,Princess Auto Stadium
2025,2025-05-10T18:00:00Z,Atlético Ottawa,Valour,5,2,FINISHED,TD Place Stadium
2025,2025-05-10T21:30:00Z,HFX Wanderers,Cavalry,0,3,FINISHED,Wanderers Grounds
2025,2025-05-11T00:00:00Z,Pacific,York United,2,1,FINISHED,Starlight Stadium
2025,2025-05-13T15:00:00Z,Forge,Atlético Ottawa,2,2,FINISHED,Hamilton Stadium
2025,2025-05-17T00:00:00Z,Valour,York United,2,1,FINISHED,Princess Auto Stadium
2025,2025-05-17T21:30:00Z,Cavalry,Pacific,4,0,FINISHED,ATCO Field
2025,2025-05-18T00:00:00Z,Vancouver FC,HFX Wanderers,0,2,FINISHED,Willoughby Community Park at the Langley Events Centre
2025,2025-05-24T18:00:00Z,HFX Wanderers,Atlético Ottawa,2,0,FINISHED,Wanderers Grounds
2025,2025-05-24T21:00:00Z,Pacific,Forge,0,1,FINISHED,Starlight Stadium
2025,2025-05-25T18:00:00Z,York United,Vancouver FC,1,0,FINISHED,York Lions Stadium
2025,2025-05-25T21:00:00Z,Cavalry,Valour,4,0,FINISHED,ATCO Field
2025,2025-05-31T02:00:00Z,Vancouver FC,Atlético Ottawa,2,2,FINISHED,Willoughby Community Park at the Langley Events Centre
2025,2025-05-31T21:00:00Z,Forge,Cavalry,1,1,FINISHED,Hamilton Stadium
2025,2025-05-31T23:00:00Z,York United,HFX Wanderers,2,0,FINISHED,Telus Stadium at Laval University
2025,2025-06-01T22:00:00Z,Valour,Pacific,0,0,FINISHED,Princess Auto Stadium
2025,2025-06-04T16:25:00Z,Valour,Vancouver FC,3,1,FINISHED,Princess Auto Stadium
2025,2025-06-07T22:00:00Z,Pacific,Atlético Ottawa,0,1,FINISHED,Starlight Stadium
2025,2025-06-08T19:30:00Z,Forge,HFX Wanderers,2,1,FINISHED,Hamilton Stadium
2025,2025-06-08T22:00:00Z,Cavalry,York United,2,1,FINISHED,ATCO Field
2025,2025-06-14T19:00:00Z,HFX Wanderers,Cavalry,1,1,FINISHED,Wanderers Grounds
2025,2025-06-14T22:00:00Z,Pacific,York United,1,3,FINISHED,Starlight Stadium
2025,2025-06-15T20:00:00Z,Vancouver FC,Forge,0,2,FINISHED,Willoughby Community Park at the Langley Events Centre
2025,2025-06-15T23:00:00Z,Atlético Ottawa,Valour,3,0,FINISHED,TD Place Stadium
2025,2025-06-21T18:00:00Z,HFX Wanderers,Vancouver FC,1,0,FINISHED,Wanderers Grounds
2025,2025-06-22T17:00:00Z,York United,Atlético Ottawa,0,0,FINISHED,York Lions Stadium
2025,2025-06-22T21:13:00Z,Valour,Forge,0,5,FINISHED,Princess Auto Stadium
2025,2025-06-22T23:00:00Z,Cavalry,Pacific,1,0,FINISHED,ATCO Field
2025,2025-06-28T02:00:00Z,Pacific,Vancouver FC,4,4,FINISHED,Starlight Stadium
2025,2025-06-28T22:00:00Z,Cavalry,Atlético Ottawa,0,2,FINISHED,ATCO Field
2025,2025-06-29T20:00:00Z,Forge,York United,2,2,FINISHED,Hamilton Stadium
2025,2025-07-01T19:00:00Z,HFX Wanderers,Valour,3,1,FINISHED,Wanderers Grounds
2025,2025-07-05T21:00:00Z,Forge,Vancouver FC,2,1,FINISHED,Hamilton Stadium
2025,2025-07-12T19:00:00Z,Atlético Ottawa,Forge,1,1,FINISHED,TD Place Stadium
2025,2025-07-12T22:00:00Z,Pacific,HFX Wanderers,3,2,FINISHED,Starlight Stadium
2025,2025-07-13T22:00:00Z,York United,Valour,3,2,FINISHED,York Lions Stadium
2025,2025-07-14T01:00:00Z,Vancouver FC,Cavalry,0,0,FINISHED,Willoughby Community Park at the Langley Events Centre
2025,2025-07-18T23:00:00Z,Forge,Pacific,2,0,FINISHED,Hamilton Stadium
2025,2025-07-18T23:00:00Z,Atlético Ottawa,HFX Wanderers,2,0,FINISHED,TD Place Stadium
2025,2025-07-19T20:00:00Z,York United,Vancouver FC,4,0,FINISHED,York Lions Stadium
2025,2025-07-20T19:00:00Z,Valour,Cavalry,1,2,FINISHED,Princess Auto Stadium
2025,2025-07-25T22:00:00Z,HFX Wanderers,Forge,1,2,FINISHED,Wanderers Grounds
2025,2025-07-26T02:00:00Z,Vancouver FC,Valour,1,3,FINISHED,Willoughby Community Park at the Langley Events Centre
2025,2025-07-26T21:00:00Z,Cavalry,York United,0,1,FINISHED,ATCO Field
2025,2025-07-27T00:00:00Z,Pacific,Atlético Ottawa,0,2,FINISHED,Starlight Stadium
2025,2025-07-30T00:00:00Z,Valour,Cavalry,2,1,FINISHED,Princess Auto Stadium
2025,2025-08-02T23:00:00Z,Forge,Valour,5,0,FINISHED,Hamilton Stadium
2025,2025-08-03T20:00:00Z,Atlético Ottawa,York United,0,0,FINISHED,TD Place Stadium
2025,2025-08-04T19:00:00Z,HFX Wanderers,Vancouver FC,1,2,FINISHED,Wanderers Grounds
2025,2025-08-04T22:00:00Z,Pacific,Cavalry,1,0,FINISHED,Starlight Stadium
2025,2025-08-09T17:00:00Z,York United,Forge,1,2,FINISHED,York Lions Stadium
2025,2025-08-09T21:00:00Z,Cavalry,HFX Wanderers,0,0,FINISHED,ATCO Field
2025,2025-08-10T19:00:00Z,Valour,Atlético Ottawa,1,2,FINISHED,Princess Auto Stadium
2025,2025-08-10T22:00:00Z,Vancouver FC,Pacific,2,3,FINISHED,Willoughby Community Park at the Langley Events Centre
2025,2025-08-16T22:00:00Z,Pacific,HFX Wanderers,2,2,FINISHED,Starlight Stadium
2025,2025-08-17T17:30:00Z,Valour,York United,0,0,FINISHED,Princess Auto Stadium
2025,2025-08-17T20:00:00Z,Forge,Atlético Ottawa,2,0,FINISHED,Hamilton Stadium
2025,2025-08-17T23:00:00Z,Cavalry,Vancouver FC,5,4,FINISHED,ATCO Field
2025,2025-08-22T22:00:00Z,HFX Wanderers,Valour,4,1,FINISHED,Wanderers Grounds
2025,2025-08-23T02:00:00Z,Vancouver FC,Forge,0,1,FINISHED,Willoughby Community Park at the Langley Events Centre
2025,2025-08-23T23:00:00Z,Atlético Ottawa,Cavalry,2,2,FINISHED,TD Place Stadium
2025,2025-08-24T20:00:00Z,York United,Pacific,5,1,FINISHED,York Lions Stadium
2025,2025-08-30T20:00:00Z,Cavalry,Forge,4,1,FINISHED,ATCO Field
2025,2025-08-30T23:00:00Z,Atlético Ottawa,Vancouver FC,3,1,FINISHED,TD Place Stadium
2025,2025-08-31T19:00:00Z,Valour,Pacific,1,1,FINISHED,Princess Auto Stadium
2025,2025-09-01T19:00:00Z,HFX Wanderers,York United,4,0,FINISHED,Wanderers Grounds
2025,2025-09-05T23:30:00Z,York United,Cavalry,3,1,FINISHED,York Lions Stadium
2025,2025-09-06T02:30:00Z,Vancouver FC,Valour,2,5,FINISHED,Willoughby Community Park at the Langley Events Centre
2025,2025-09-06T20:00:00Z,Forge,HFX Wanderers,1,0,FINISHED,Hamilton Stadium
2025,2025-09-06T23:00:00Z,Atlético Ottawa,Pacific,2,0,FINISHED,TD Place Stadium
2025,2025-09-12T00:00:00Z,Valour,Forge,2,1,FINISHED,Princess Auto Stadium
2025,2025-09-13T20:00:00Z,Cavalry,HFX Wanderers,3,1,FINISHED,ATCO Field
2025,2025-09-13T23:00:00Z,Pacific,Vancouver FC,1,1,FINISHED,Royal Athletic Park
2025,2025-09-14T18:00:00Z,York United,Atlético Ottawa,2,2,FINISHED,York Lions Stadium
2025,2025-09-20T19:00:00Z,HFX Wanderers,Pacific,3,0,FINISHED,Wanderers Grounds
2025,2025-09-20T22:00:00Z,Cavalry,Valour,3,0,FINISHED,ATCO Field
2025,2025-09-21T19:00:00Z,Atlético Ottawa,Forge,1,1,FINISHED,TD Place Stadium
2025,2025-09-21T22:00:00Z,Vancouver FC,York United,2,1,FINISHED,Willoughby Community Park at the Langley Events Centre
2025,2025-09-27T17:00:00Z,Atlético Ottawa,Cavalry,3,0,FINISHED,TD Place Stadium
2025,2025-09-27T20:00:00Z,Forge,Pacific,4,0,FINISHED,Hamilton Stadium
2025,2025-09-28T19:00:00Z,York United,Valour,1,0,FINISHED,York Lions Stadium
2025,2025-09-28T22:00:00Z,Vancouver FC,HFX Wanderers,3,1,FINISHED,Willoughby Community Park at the Langley Events Centre
2025,2025-10-04T18:00:00Z,HFX Wanderers,York United,1,1,FINISHED,Wanderers Grounds
2025,2025-10-04T20:30:00Z,Forge,Vancouver FC,1,1,FINISHED,Hamilton Stadium
2025,2025-10-05T19:00:00Z,Valour,Atlético Ottawa,3,3,FINISHED,Princess Auto Stadium
2025,2025-10-05T22:00:00Z,Pacific,Cavalry,3,3,FINISHED,Starlight Stadium
2025,2025-10-09T23:30:00Z,York United,Pacific,2,2,FINISHED,York Lions Stadium
2025,2025-10-11T01:30:00Z,Cavalry,Forge,1,1,FINISHED,ATCO Field
2025,2025-10-11T19:00:00Z,Valour,HFX Wanderers,0,3,FINISHED,Princess Auto Stadium
2025,2025-10-12T19:00:00Z,Atlético Ottawa,Vancouver FC,0,0,FINISHED,TD Place Stadium
2025,2025-10-18T20:00:00Z,Pacific,Valour,1,4,FINISHED,Starlight Stadium
2025,2025-10-18T20:00:00Z,Vancouver FC,Cavalry,2,2,FINISHED,Willoughby Community Park at the Langley Events Centre
2025,2025-10-18T20:00:00Z,Forge,York United,3,0,FINISHED,Hamilton Stadium
2025,2025-10-18T20:00:00Z,HFX Wanderers,Atlético Ottawa,0,1,FINISHED,Wanderers Grounds
2025,2025-10-22T22:30:00Z,HFX Wanderers,York United,2,2,FINISHED,Wanderers Grounds
2025,2025-10-26T18:00:00Z,Forge,Atlético Ottawa,1,2,FINISHED,Hamilton Stadium
2025,2025-10-26T22:00:00Z,Cavalry,York United,4,1,FINISHED,ATCO Field
2025,2025-11-02T21:00:00Z,Forge,Cavalry,0,1,FINISHED,Hamilton Stadium
2025,2025-11-09T22:20:00Z,Atlético Ottawa,Cavalry,2,1,FINISHED,TD Place Stadium
