Season,Date,HomeTeam,AwayTeam,HomeScore,AwayScore,Status,Venue,Result,NaiveProbHome,NaiveProbDraw,NaiveProbAway
2023,2023-06-21 02:00:00+00:00,Vancouver FC,Forge,2,0,FINISHED,Willoughby Community Park at the Langley Events Centre,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-06-21 23:00:00+00:00,York United,HFX Wanderers,2,2,FINISHED,York Lions Stadium,D,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-06-22 02:00:00+00:00,Pacific,Valour,1,0,FINISHED,Starlight Stadium,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-06-24 21:00:00+00:00,Cavalry,York United,2,1,FINISHED,ATCO Field,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-06-25 19:00:00+00:00,Valour,Vancouver FC,1,0,FINISHED,Princess Auto Stadium,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-06-25 22:00:00+00:00,Forge,Atlético Ottawa,4,3,FINISHED,Hamilton Stadium,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-06-30 22:00:00+00:00,HFX Wanderers,Forge,2,1,FINISHED,Wanderers Grounds,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-07-01 01:30:00+00:00,Pacific,Atlético Ottawa,2,2,FINISHED,Starlight Stadium,D,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-07-01 19:00:00+00:00,Valour,Cavalry,0,2,FINISHED,Princess Auto Stadium,A,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-07-02 20:30:00+00:00,Vancouver FC,York United,1,2,FINISHED,Willoughby Community Park at the Langley Events Centre,A,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-07-08 02:00:00+00:00,Vancouver FC,HFX Wanderers,2,1,FINISHED,Willoughby Community Park at the Langley Events Centre,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-07-09 01:00:00+00:00,Pacific,Cavalry,1,2,FINISHED,Starlight Stadium,A,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-07-09 19:00:00+00:00,Atlético Ottawa,Valour,2,0,FINISHED,TD Place Stadium,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-07-09 23:30:00+00:00,York United,Forge,0,4,FINISHED,York Lions Stadium,A,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-07-11 23:00:00+00:00,HFX Wanderers,Pacific,2,1,FINISHED,Wanderers Grounds,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-07-13 00:30:00+00:00,Cavalry,Atlético Ottawa,0,2,FINISHED,ATCO Field,A,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-07-14 23:30:00+00:00,York United,Pacific,0,0,FINISHED,York Lions Stadium,D,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-07-15 20:00:00+00:00,Cavalry,HFX Wanderers,1,0,FINISHED,ATCO Field,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-07-15 23:00:00+00:00,Forge,Valour,1,1,FINISHED,Hamilton Stadium,D,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-07-16 18:00:00+00:00,Atlético Ottawa,Vancouver FC,3,1,FINISHED,TD Place Stadium,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-07-22 02:00:00+00:00,Pacific,Forge,0,2,FINISHED,Starlight Stadium,A,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-07-22 23:00:00+00:00,Vancouver FC,Cavalry,1,5,FINISHED,Willoughby Community Park at the Langley Events Centre,A,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-07-23 20:00:00+00:00,HFX Wanderers,Atlético Ottawa,1,0,FINISHED,Wanderers Grounds,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-07-23 23:00:00+00:00,Valour,York United,1,2,FINISHED,Princess Auto Stadium,A,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-07-28 23:00:00+00:00,Forge,Vancouver FC,2,0,FINISHED,Hamilton Stadium,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-07-29 20:00:00+00:00,Valour,Pacific,0,3,FINISHED,Princess Auto Stadium,A,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-07-29 23:00:00+00:00,Atlético Ottawa,Cavalry,1,0,FINISHED,TD Place Stadium,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-07-30 18:00:00+00:00,York United,HFX Wanderers,0,2,FINISHED,York Lions Stadium,A,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-08-05 01:00:00+00:00,Cavalry,Forge,3,0,FINISHED,ATCO Field,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-08-05 23:00:00+00:00,Atlético Ottawa,York United,3,3,FINISHED,TD Place Stadium,D,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-08-06 21:00:00+00:00,Vancouver FC,Valour,0,0,FINISHED,Willoughby Community Park at the Langley Events Centre,D,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-08-07 18:00:00+00:00,HFX Wanderers,Pacific,1,2,FINISHED,Wanderers Grounds,A,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-08-12 00:00:00+00:00,Valour,Cavalry,3,2,FINISHED,Princess Auto Stadium,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-08-12 19:00:00+00:00,HFX Wanderers,Vancouver FC,3,0,FINISHED,Wanderers Grounds,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-08-12 23:00:00+00:00,Forge,York United,3,3,FINISHED,Hamilton Stadium,D,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-08-13 20:30:00+00:00,Pacific,Atlético Ottawa,0,1,FINISHED,Starlight Stadium,A,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-08-19 00:00:00+00:00,Valour,Atlético Ottawa,1,3,FINISHED,Princess Auto Stadium,A,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-08-19 20:00:00+00:00,Vancouver FC,Pacific,3,2,FINISHED,Willoughby Community Park at the Langley Events Centre,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-08-19 23:00:00+00:00,Forge,HFX Wanderers,1,1,FINISHED,Hamilton Stadium,D,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-08-20 21:00:00+00:00,Cavalry,York United,2,1,FINISHED,ATCO Field,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-08-25 23:30:00+00:00,York United,Vancouver FC,2,1,FINISHED,York Lions Stadium,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-08-26 19:00:00+00:00,HFX Wanderers,Valour,3,0,FINISHED,Wanderers Grounds,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-08-26 23:00:00+00:00,Atlético Ottawa,Forge,0,0,FINISHED,TD Place Stadium,D,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-08-27 21:00:00+00:00,Cavalry,Pacific,1,0,FINISHED,ATCO Field,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-09-02 20:00:00+00:00,Pacific,Valour,2,1,FINISHED,Starlight Stadium,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-09-02 23:00:00+00:00,Atlético Ottawa,Cavalry,1,2,FINISHED,TD Place Stadium,A,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-09-03 21:00:00+00:00,Vancouver FC,Forge,0,3,FINISHED,Willoughby Community Park at the Langley Events Centre,A,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-09-04 18:00:00+00:00,HFX Wanderers,York United,1,2,FINISHED,Wanderers Grounds,A,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-09-08 23:00:00+00:00,York United,Valour,1,3,FINISHED,York Lions Stadium,A,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-09-09 02:00:00+00:00,Pacific,HFX Wanderers,1,1,FINISHED,Starlight Stadium,D,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-09-09 23:00:00+00:00,Forge,Cavalry,0,0,FINISHED,Hamilton Stadium,D,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-09-10 02:00:00+00:00,Vancouver FC,Atlético Ottawa,2,1,FINISHED,Willoughby Community Park at the Langley Events Centre,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-09-12 22:00:00+00:00,HFX Wanderers,Cavalry,1,2,FINISHED,Wanderers Grounds,A,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-09-13 21:30:00+00:00,Atlético Ottawa,Pacific,1,1,FINISHED,TD Place Stadium,D,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-09-16 21:00:00+00:00,Cavalry,Vancouver FC,2,1,FINISHED,ATCO Field,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-09-17 18:00:00+00:00,Valour,Forge,2,3,FINISHED,Princess Auto Stadium,A,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-09-17 21:00:00+00:00,York United,Pacific,1,4,FINISHED,York Lions Stadium,A,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-09-18 22:00:00+00:00,HFX Wanderers,Atlético Ottawa,3,2,FINISHED,Wanderers Grounds,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-09-21 00:00:00+00:00,Valour,Vancouver FC,0,1,FINISHED,Princess Auto Stadium,A,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-09-23 17:00:00+00:00,York United,Cavalry,0,1,FINISHED,York Lions Stadium,A,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-09-23 20:00:00+00:00,Vancouver FC,HFX Wanderers,2,1,FINISHED,Willoughby Community Park at the Langley Events Centre,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-09-23 23:00:00+00:00,Forge,Pacific,3,1,FINISHED,Hamilton Stadium,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-09-24 18:00:00+00:00,Atlético Ottawa,Valour,0,1,FINISHED,TD Place Stadium,A,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-09-30 01:00:00+00:00,Cavalry,Valour,2,1,FINISHED,ATCO Field,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-09-30 18:00:00+00:00,HFX Wanderers,Forge,2,1,FINISHED,Wanderers Grounds,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-09-30 21:00:00+00:00,Pacific,Vancouver FC,1,2,FINISHED,Starlight Stadium,A,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-10-01 17:00:00+00:00,York United,Atlético Ottawa,1,0,FINISHED,York Lions Stadium,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-10-06 23:30:00+00:00,Valour,HFX Wanderers,0,1,FINISHED,Princess Auto Stadium,A,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-10-07 02:30:00+00:00,Vancouver FC,York United,1,2,FINISHED,Willoughby Community Park at the Langley Events Centre,A,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-10-07 21:00:00+00:00,Cavalry,Pacific,3,0,FINISHED,ATCO Field,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-10-07 21:00:00+00:00,Forge,Atlético Ottawa,0,1,FINISHED,Hamilton Stadium,A,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-10-12 02:00:00+00:00,Pacific,York United,1,0,FINISHED,Starlight Stadium,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-10-14 18:00:00+00:00,HFX Wanderers,Pacific,0,1,FINISHED,Wanderers Grounds,A,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-10-14 21:00:00+00:00,Cavalry,Forge,1,2,FINISHED,ATCO Field,A,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-10-21 20:00:00+00:00,Cavalry,Pacific,2,1,FINISHED,ATCO Field,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2023,2023-10-28 22:00:00+00:00,Forge,Cavalry,2,1,FINISHED,Hamilton Stadium,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-04-13 17:00:00+00:00,Atlético Ottawa,York United,2,1,FINISHED,TD Place Stadium,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-04-13 20:00:00+00:00,Forge,Cavalry,2,1,FINISHED,Hamilton Stadium,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-04-13 23:00:00+00:00,Pacific,HFX Wanderers,1,0,FINISHED,Starlight Stadium,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-04-14 23:00:00+00:00,Vancouver FC,Valour,4,1,FINISHED,Willoughby Community Park at the Langley Events Centre,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-04-19 02:00:00+00:00,Vancouver FC,HFX Wanderers,2,0,FINISHED,Willoughby Community Park at the Langley Events Centre,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-04-20 02:00:00+00:00,Pacific,Valour,2,0,FINISHED,Starlight Stadium,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-04-20 18:00:00+00:00,Atlético Ottawa,Cavalry,1,1,FINISHED,TD Place Stadium,D,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-04-21 20:00:00+00:00,York United,Forge,0,3,FINISHED,York Lions Stadium,A,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-04-26 23:00:00+00:00,York United,Vancouver FC,3,0,FINISHED,York Lions Stadium,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-04-27 17:00:00+00:00,HFX Wanderers,Atlético Ottawa,1,3,FINISHED,Wanderers Grounds,A,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-04-27 20:00:00+00:00,Forge,Valour,2,1,FINISHED,Hamilton Stadium,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-04-28 21:00:00+00:00,Cavalry,Pacific,0,0,FINISHED,ATCO Field,D,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-05-04 01:00:00+00:00,Cavalry,Vancouver FC,3,1,FINISHED,ATCO Field,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-05-04 23:00:00+00:00,Pacific,York United,2,0,FINISHED,Starlight Stadium,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-05-05 18:00:00+00:00,Atlético Ottawa,Valour,2,0,FINISHED,TD Place Stadium,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-05-10 23:00:00+00:00,York United,Valour,3,1,FINISHED,York Lions Stadium,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-05-11 18:00:00+00:00,HFX Wanderers,Cavalry,1,1,FINISHED,Wanderers Grounds,D,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-05-11 21:00:00+00:00,Pacific,Forge,0,0,FINISHED,Starlight Stadium,D,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-05-12 23:00:00+00:00,Vancouver FC,Atlético Ottawa,1,1,FINISHED,Willoughby Community Park at the Langley Events Centre,D,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-05-18 02:00:00+00:00,Pacific,Atlético Ottawa,0,1,FINISHED,Starlight Stadium,A,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-05-18 20:00:00+00:00,Forge,Vancouver FC,1,2,FINISHED,Hamilton Stadium,A,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-05-18 23:00:00+00:00,Cavalry,York United,2,2,FINISHED,ATCO Field,D,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-05-20 19:00:00+00:00,HFX Wanderers,Valour,1,2,FINISHED,Wanderers Grounds,A,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-05-24 23:00:00+00:00,York United,HFX Wanderers,2,1,FINISHED,York Lions Stadium,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-05-25 19:00:00+00:00,Atlético Ottawa,Forge,3,0,FINISHED,TD Place Stadium,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-05-25 22:00:00+00:00,Vancouver FC,Pacific,2,1,FINISHED,Willoughby Community Park at the Langley Events Centre,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-05-26 21:00:00+00:00,Cavalry,Valour,1,1,FINISHED,ATCO Field,D,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-06-01 20:00:00+00:00,Forge,York United,3,0,FINISHED,Hamilton Stadium,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-06-01 23:00:00+00:00,Pacific,Cavalry,1,1,FINISHED,Starlight Stadium,D,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-06-02 18:00:00+00:00,Atlético Ottawa,HFX Wanderers,2,2,FINISHED,TD Place Stadium,D,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-06-02 22:55:00+00:00,Valour,Vancouver FC,2,0,FINISHED,Princess Auto Stadium,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-06-08 18:00:00+00:00,HFX Wanderers,Pacific,0,0,FINISHED,Wanderers Grounds,D,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-06-08 21:00:00+00:00,Cavalry,Forge,1,0,FINISHED,ATCO Field,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-06-09 17:30:00+00:00,Valour,Atlético Ottawa,0,2,FINISHED,Princess Auto Stadium,A,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-06-09 22:00:00+00:00,York United,Vancouver FC,2,2,FINISHED,York Lions Stadium,D,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-06-15 00:00:00+00:00,Valour,Pacific,2,3,FINISHED,Princess Auto Stadium,A,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-06-15 17:00:00+00:00,Atlético Ottawa,York United,1,2,FINISHED,TD Place Stadium,A,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-06-15 20:00:00+00:00,HFX Wanderers,Forge,2,2,FINISHED,Wanderers Grounds,D,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-06-16 21:00:00+00:00,Vancouver FC,Cavalry,0,0,FINISHED,Apple Bowl,D,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-06-19 23:00:00+00:00,York United,Pacific,2,0,FINISHED,York Lions Stadium,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-06-22 01:00:00+00:00,Cavalry,Atlético Ottawa,1,1,FINISHED,ATCO Field,D,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-06-23 20:00:00+00:00,Forge,Valour,2,1,FINISHED,Hamilton Stadium,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-06-23 23:00:00+00:00,Vancouver FC,HFX Wanderers,0,4,FINISHED,Willoughby Community Park at the Langley Events Centre,A,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-06-27 23:30:00+00:00,Valour,York United,1,0,FINISHED,Princess Auto Stadium,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-06-28 02:30:00+00:00,Pacific,Vancouver FC,1,2,FINISHED,Starlight Stadium,A,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-06-28 23:00:00+00:00,Atlético Ottawa,Forge,4,3,FINISHED,TD Place Stadium,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-07-01 20:00:00+00:00,HFX Wanderers,Cavalry,1,0,FINISHED,Wanderers Grounds,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-07-05 23:00:00+00:00,Forge,Vancouver FC,3,3,FINISHED,Hamilton Stadium,D,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-07-06 20:00:00+00:00,York United,HFX Wanderers,2,1,FINISHED,York Lions Stadium,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-07-07 17:00:00+00:00,Atlético Ottawa,Pacific,0,1,FINISHED,TD Place Stadium,A,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-07-07 21:00:00+00:00,Valour,Cavalry,0,1,FINISHED,Princess Auto Stadium,A,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-07-13 02:00:00+00:00,Vancouver FC,Atlético Ottawa,0,3,FINISHED,Willoughby Community Park at the Langley Events Centre,A,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-07-13 20:00:00+00:00,Cavalry,York United,1,2,FINISHED,ATCO Field,A,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-07-14 23:00:00+00:00,Forge,Pacific,2,1,FINISHED,Hamilton Stadium,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-07-18 22:00:00+00:00,HFX Wanderers,Valour,3,1,FINISHED,Wanderers Grounds,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-07-20 22:00:00+00:00,Vancouver FC,York United,1,1,FINISHED,Willoughby Community Park at the Langley Events Centre,D,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-07-21 18:00:00+00:00,Atlético Ottawa,Valour,2,2,FINISHED,TD Place Stadium,D,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-07-21 21:00:00+00:00,Cavalry,Forge,1,1,FINISHED,ATCO Field,D,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-07-26 23:00:00+00:00,York United,Atlético Ottawa,4,1,FINISHED,York Lions Stadium,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-07-27 02:00:00+00:00,Vancouver FC,Cavalry,0,1,FINISHED,Willoughby Community Park at the Langley Events Centre,A,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-07-27 23:00:00+00:00,Forge,HFX Wanderers,3,0,FINISHED,Hamilton Stadium,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-07-28 21:00:00+00:00,Pacific,Valour,0,3,FINISHED,Starlight Stadium,A,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-08-03 02:00:00+00:00,Pacific,York United,1,1,FINISHED,Starlight Stadium,D,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-08-03 23:00:00+00:00,Atlético Ottawa,Cavalry,1,2,FINISHED,TD Place Stadium,A,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-08-04 19:00:00+00:00,Valour,Forge,2,1,FINISHED,Princess Auto Stadium,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-08-05 19:00:00+00:00,HFX Wanderers,Vancouver FC,3,2,FINISHED,Wanderers Grounds,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-08-10 20:00:00+00:00,Cavalry,HFX Wanderers,3,2,FINISHED,ATCO Field,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-08-10 23:00:00+00:00,Forge,Atlético Ottawa,3,0,FINISHED,Hamilton Stadium,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-08-11 21:15:00+00:00,Vancouver FC,Pacific,1,0,FINISHED,Willoughby Community Park at the Langley Events Centre,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-08-12 00:00:00+00:00,Valour,York United,0,1,FINISHED,Princess Auto Stadium,A,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-08-14 23:00:00+00:00,Forge,HFX Wanderers,2,0,FINISHED,Hamilton Stadium,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-08-17 00:00:00+00:00,York United,Cavalry,1,2,FINISHED,York Lions Stadium,A,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-08-17 22:00:00+00:00,Pacific,Atlético Ottawa,0,3,FINISHED,Starlight Stadium,A,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-08-18 00:30:00+00:00,Valour,HFX Wanderers,2,1,FINISHED,Princess Auto Stadium,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-08-18 23:00:00+00:00,Vancouver FC,Forge,1,2,FINISHED,Willoughby Community Park at the Langley Events Centre,A,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-08-24 00:00:00+00:00,York United,Forge,0,0,FINISHED,York Lions Stadium,D,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-08-24 18:00:00+00:00,HFX Wanderers,Atlético Ottawa,1,1,FINISHED,Wanderers Grounds,D,0.4337606837606838,0.2670940170940171,0.29914529914529914
2024,2024-08-24 21:00:00+00:00,Cavalry,Pacific,1,0,FINISHED,ATCO Field,H,0.4337606837606838,0.2670940170940171,0.29914529914529914
